state,county,bbox
MI,Alpena County,"[-83.8904871, 44.8564917, -83.1903213, 45.207129]"
MI,"Antrim County, MI","[-85.4430767, 44.8128195, -84.8473172, 45.2079393]"
MI,Antrim County,"[-85.4430767, 44.8128195, -84.8473172, 45.2079393]"
MI,"Arenac County, MI","[-84.166744, 43.9104589, -83.4267653, 44.163514]"
MI,Arenac County,"[-84.166744, 43.9104589, -83.4267653, 44.163514]"
MI,"Baraga County, MI","[-88.679909, 46.4198867, -87.9911113, 46.9671144]"
MI,Baraga County,"[-88.679909, 46.4198867, -87.9911113, 46.9671144]"
MI,"Barry County, MI","[-94.0771917, 36.4986696, -93.57399, 36.933636]"
MI,"Bay County, MI","[-85.999893, 29.901033, -85.38415, 30.5674239]"
MI,Bay County,"[-85.999893, 29.901033, -85.38415, 30.5674239]"
MI,"Benzie County, MI","[-86.2592036, 44.5129654, -85.8150306, 44.7783603]"
MI,Benzie County,"[-86.2592036, 44.5129654, -85.8150306, 44.7783603]"
MI,"Berrien County, MI","[-83.4390216, 31.0254576, -83.0336357, 31.4760198]"
MI,Berrien County,"[-83.4390216, 31.0254576, -83.0336357, 31.4760198]"
MI,"Branch County, MI","[-85.2935436, 41.7595181, -84.8250385, 42.0728118]"
MI,"Calhoun County, MI","[-96.9303337, 27.9711764, -96.241562, 28.7299835]"
MI,"Cass County, MI","[-94.6540354, 32.8794123, -94.042719, 33.3119675]"
MI,"Charlevoix County, MI","[-85.8442416, 45.1150711, -84.7326236, 45.8415706]"
MI,Charlevoix County,"[-85.8442416, 45.1150711, -84.7326236, 45.8415706]"
MI,"Cheboygan County, MI","[-84.7342677, 45.1987075, -84.204221, 45.7886166]"
MI,Cheboygan County,"[-84.7342677, 45.1987075, -84.204221, 45.7886166]"
MI,"Chippewa County, MI","[-85.2415545, 45.9121647, -83.4726518, 46.7728686]"
MI,Chippewa County,"[-85.2415545, 45.9121647, -83.4726518, 46.7728686]"
MI,"Clare County, MI","[-85.088808, 43.8136088, -84.6060368, 44.1642517]"
MI,"Clinton County, MI","[-78.09337, 40.9627264, -77.1438594, 41.4783869]"
MI,"Crawford County, MI","[-80.5194091, 41.4804292, -79.612053, 41.851479]"
MI,"Delta County, MI","[-95.8617498, 33.2182809, -95.3065839, 33.4953831]"
MI,Delta County,"[-95.8617498, 33.2182809, -95.3065839, 33.4953831]"
MI,"Dickinson County, MI","[-97.381215, 38.608974, -96.890019, 39.133513]"
MI,"Eaton County, MI","[-85.0755823, 42.4214487, -84.600422, 42.7707303]"
MI,"Emmet County, MI","[-85.1747328, 45.2710357, -84.7299033, 45.7895503]"
MI,Emmet County,"[-85.1747328, 45.2710357, -84.7299033, 45.7895503]"
MI,"Genesee County, MI","[-83.9320666, 42.7807693, -83.453297, 43.2231163]"
MI,"Gladwin County, MI","[-84.6079939, 43.813561, -84.1658825, 44.1617469]"
MI,"Gogebic County, MI","[-90.4185348, 46.0973, -88.990211, 46.765498]"
MI,Gogebic County,"[-90.4185348, 46.0973, -88.990211, 46.765498]"
MI,"Grand Traverse County, MI","[-85.817741, 44.5122241, -85.3328803, 45.0005467]"
MI,Grand Traverse County,"[-85.817741, 44.5122241, -85.3328803, 45.0005467]"
MI,"Gratiot County, MI","[-84.8459317, 43.1175814, -84.3677256, 43.4662372]"
MI,"Hillsdale County, MI","[-84.8263945, 41.6961278, -84.3604192, 42.073467]"
MI,"Houghton County, MI","[-88.9912186, 46.4196876, -88.2273744, 47.286097]"
MI,Houghton County,"[-88.9912186, 46.4196876, -88.2273744, 47.286097]"
MI,"Huron County, MI","[-82.8414423, 40.9929002, -82.3366326, 41.2899592]"
MI,Huron County,"[-82.8414423, 40.9929002, -82.3366326, 41.2899592]"
MI,"Ingham County, MI","[-84.603137, 42.4219626, -84.1405952, 42.7765971]"
MI,"Ionia County, MI","[-85.3124696, 42.7696756, -84.8368088, 43.1201659]"
MI,"Iosco County, MI","[-83.8865395, 44.161786, -83.3160058, 44.511759]"
MI,Iosco County,"[-83.8865395, 44.161786, -83.3160058, 44.511759]"
MI,"Iron County, MI","[-91.1551095, 37.273071, -90.5347677, 37.7409922]"
MI,"Isabella County, MI","[-85.088808, 43.4659459, -84.6060368, 43.8152173]"
MI,"Jackson County, MI","[-96.9386831, 28.6739872, -96.3089074, 29.2643231]"
MI,"Kalamazoo County, MI","[-85.7660265, 42.069343, -85.2935436, 42.4215433]"
MI,"Kalkaska County, MI","[-85.334008, 44.5103509, -84.8473172, 44.8596168]"
MI,"Kent County, MI","[-101.0388436, 32.962932, -100.517449, 33.3990719]"
MI,"Keweenaw County, MI","[-89.3181931, 47.199782, -87.5855113, 48.2627446]"
MI,Keweenaw County,"[-89.3181931, 47.199782, -87.5855113, 48.2627446]"
MI,"Lake County, MI","[-123.0941684, 38.6676515, -122.3398198, 39.5815189]"
MI,"Lapeer County, MI","[-83.4607057, 42.880432, -82.983647, 43.3270374]"
MI,"Leelanau County, MI","[-86.1564335, 44.7744321, -85.5268431, 45.4914405]"
MI,Leelanau County,"[-86.1564335, 44.7744321, -85.5268431, 45.4914405]"
MI,"Lenawee County, MI","[-84.36339, 41.7066106, -83.7631185, 42.08243]"
MI,"Livingston County, MI","[-88.9314066, 40.6165535, -88.2348458, 41.114227]"
MI,"Luce County, MI","[-85.865211, 46.244743, -85.2377719, 46.7551507]"
MI,Luce County,"[-85.865211, 46.244743, -85.2377719, 46.7551507]"
MI,"Mackinac County, MI","[-85.8653533, 45.7181145, -84.1141231, 46.2456832]"
MI,Mackinac County,"[-85.8653533, 45.7181145, -84.1141231, 46.2456832]"
MI,"Macomb County, MI","[-83.102891, 42.4471795, -82.705966, 42.897541]"
MI,Macomb County,"[-83.102891, 42.4471795, -82.705966, 42.897541]"
MI,"Manistee County, MI","[-86.3886288, 44.1642448, -85.8177086, 44.5183093]"
MI,Manistee County,"[-86.3886288, 44.1642448, -85.8177086, 44.5183093]"
MI,"Marquette County, MI","[-88.1175506, 45.9850354, -87.1160433, 46.9666252]"
MI,Marquette County,"[-88.1175506, 45.9850354, -87.1160433, 46.9666252]"
MI,"Mason County, MI","[-99.4846018, 30.4982103, -98.963206, 30.9410803]"
MI,Mason County,"[-99.4846018, 30.4982103, -98.963206, 30.9410803]"
MI,"Mecosta County, MI","[-85.5626927, 43.4661806, -85.0849929, 43.8154528]"
MI,"Menominee County, MI","[-87.888236, 45.0947645, -87.2635969, 45.9859531]"
MI,Menominee County,"[-87.888236, 45.0947645, -87.2635969, 45.9859531]"
MI,"Midland County, MI","[-102.2874424, 31.6513243, -101.775658, 32.0869893]"
MI,"Missaukee County, MI","[-85.3382646, 44.1613398, -84.8508618, 44.5123157]"
MI,"Monroe County, MI","[-75.6492873, 40.8148384, -74.9666006, 41.2521312]"
MI,Monroe County,"[-75.6492873, 40.8148384, -74.9666006, 41.2521312]"
MI,"Montcalm County, MI","[-85.5625855, 43.1187526, -84.8352469, 43.4681385]"
MI,"Montmorency County, MI","[-84.3717337, 44.8548936, -83.8802992, 45.2020431]"
MI,"Muskegon County, MI","[-86.4617676, 43.1173984, -85.7904079, 43.4724866]"
MI,Muskegon County,"[-86.4617676, 43.1173984, -85.7904079, 43.4724866]"
MI,"Newaygo County, MI","[-86.0397845, 43.2928897, -85.5622412, 43.8154836]"
MI,"Oakland County, MI","[-83.689438, 42.4311803, -83.0833915, 42.888647]"
MI,"Oceana County, MI","[-86.5416212, 43.467447, -86.0378498, 43.8194993]"
MI,Oceana County,"[-86.5416212, 43.467447, -86.0378498, 43.8194993]"
MI,"Ogemaw County, MI","[-84.3705988, 44.1605501, -83.883183, 44.5088532]"
MI,"Ontonagon County, MI","[-89.8880643, 46.3323049, -88.8637387, 47.0312771]"
MI,Ontonagon County,"[-89.8880643, 46.3323049, -88.8637387, 47.0312771]"
MI,"Osceola County, MI","[-81.6570871, 27.64199, -80.8624236, 28.3485192]"
MI,"Oscoda County, MI","[-84.3717337, 44.5071935, -83.8865395, 44.8565906]"
MI,"Otsego County, MI","[-75.416932, 42.314093, -74.630835, 42.908404]"
MI,"Ottawa County, MI","[-83.4158674, 41.45694, -82.6126829, 41.8604477]"
MI,Ottawa County,"[-83.4158674, 41.45694, -82.6126829, 41.8604477]"
MI,"Presque Isle County, MI","[-84.2519848, 45.1986063, -83.3807771, 45.6262576]"
MI,Presque Isle County,"[-84.2519848, 45.1986063, -83.3807771, 45.6262576]"
MI,"Roscommon County, MI","[-84.8558111, 44.1604867, -84.3663205, 44.51144]"
MI,"Saginaw County, MI","[-84.3698611, 43.1284215, -83.695203, 43.5688995]"
MI,"St. Clair County, MI","[-94.066315, 37.8278872, -93.496918, 38.221046]"
MI,St. Clair County,"[-94.066315, 37.8278872, -93.496918, 38.221046]"
MI,"St. Joseph County, MI","[-85.7918498, 41.759049, -85.292136, 42.0716085]"
MI,"Sanilac County, MI","[-83.1203917, 43.15409, -82.503163, 43.690439]"
MI,Sanilac County,"[-83.1203917, 43.15409, -82.503163, 43.690439]"
MI,"Schoolcraft County, MI","[-86.6154419, 45.7569188, -85.86441, 46.5058415]"
MI,Schoolcraft County,"[-86.6154419, 45.7569188, -85.86441, 46.5058415]"
MI,"Shiawassee County, MI","[-84.3678434, 42.7757523, -83.9224198, 43.1327836]"
MI,"Tuscola County, MI","[-83.699392, 43.2214223, -83.1038377, 43.7341483]"
MI,Tuscola County,"[-83.699392, 43.2214223, -83.1038377, 43.7341483]"
MI,"Van Buren County, MI","[-86.3648865, 42.0692625, -85.7628852, 42.4206535]"
MI,Van Buren County,"[-86.3648865, 42.0692625, -85.7628852, 42.4206535]"
MI,"Washtenaw County, MI","[-84.134079, 42.071577, -83.539396, 42.4351845]"
MI,"Wayne County, MI","[-75.5060231, 41.2321896, -75.0436133, 41.9995045]"
MI,Wayne County,"[-75.5060231, 41.2321896, -75.0436133, 41.9995045]"
MI,"Wexford County, MI","[-85.8211771, 44.1642448, -85.3340009, 44.5129654]"
MN,"Aitkin County, MN","[-93.811464, 46.153991, -93.0525639, 47.031593]"
MN,"Anoka County, MN","[-93.5124158, 45.035487, -93.018747, 45.4145196]"
MN,"Becker County, MN","[-96.194837, 46.7175342, -95.1621873, 47.1525615]"
MN,"Beltrami County, MN","[-95.602676, 47.410271, -94.4161371, 48.540524]"
MN,"Benton County, MN","[-94.353203, 45.559066, -93.7590905, 45.8241743]"
MN,"Big Stone County, MN","[-96.835451, 45.1780345, -96.10334, 45.586388]"
MN,"Blue Earth County, MN","[-94.371063, 43.8478675, -93.7677113, 44.2641685]"
MN,"Brown County, MN","[-95.1061813, 44.1080571, -94.367241, 44.4956165]"
MN,"Carlton County, MN","[-93.0644991, 46.41722, -92.291597, 46.7687371]"
MN,"Carver County, MN","[-94.0123331, 44.634562, -93.5203549, 44.9787132]"
MN,"Cass County, MN","[-94.787126, 46.276616, -93.773842, 47.480744]"
MN,"Chippewa County, MN","[-96.0418522, 44.750672, -95.2463223, 45.1528128]"
MN,"Chisago County, MN","[-93.1419908, 45.2960551, -92.6464624, 45.7307691]"
MN,"Clay County, MN","[-96.8412467, 46.628653, -96.172913, 47.1518559]"
MN,"Clearwater County, MN","[-95.5828633, 47.1511729, -95.1692657, 48.0206714]"
MN,"Cook County, MN","[-91.0310833, 47.4628317, -89.4918112, 48.2459444]"
MN,Cook County,"[-88.263641, 41.4697052, -87.110525, 42.1542933]"
MN,"Cottonwood County, MN","[-95.4633096, 43.8478449, -94.858337, 44.1959557]"
MN,"Crow Wing County, MN","[-94.395718, 46.155917, -93.776024, 46.805529]"
MN,"Dakota County, MN","[-93.329828, 44.4711806, -92.7322007, 44.9232887]"
MN,"Dodge County, MN","[-93.0460482, 43.8484341, -92.6779859, 44.196942]"
MN,"Douglas County, MN","[-95.7697662, 45.7588204, -95.138632, 46.1080662]"
MN,"Faribault County, MN","[-94.2479897, 43.4996188, -93.648003, 43.8481381]"
MN,"Fillmore County, MN","[-92.4490347, 43.5003789, -91.730423, 43.8482995]"
MN,"Freeborn County, MN","[-93.6486345, 43.4994288, -93.0495965, 43.8484795]"
MN,"Goodhue County, MN","[-93.0412393, 44.1948492, -92.2437114, 44.7143856]"
MN,"Grant County, MN","[-96.265762, 45.759987, -95.7587243, 46.1086406]"
MN,"Hennepin County, MN","[-93.768003, 44.7851309, -93.17684, 45.246618]"
MN,"Houston County, MN","[-91.7305399, 43.500488, -91.217353, 43.8473503]"
MN,"Hubbard County, MN","[-95.183216, 46.8037296, -94.6584859, 47.4125352]"
MN,"Isanti County, MN","[-93.513683, 45.4117555, -93.0195014, 45.734318]"
MN,"Itasca County, MN","[-94.420166, 47.0266104, -93.0559162, 47.8988515]"
MN,"Jackson County, MN","[-95.4547099, 43.4999703, -94.8544202, 43.8481059]"
MN,"Kanabec County, MN","[-93.5193203, 45.7305478, -93.0539611, 46.1590845]"
MN,"Kandiyohi County, MN","[-95.2551754, 44.8913275, -94.7570152, 45.412993]"
MN,"Kittson County, MN","[-97.2392619, 48.543259, -96.386993, 49.0004834]"
MN,"Koochiching County, MN","[-94.431732, 47.846035, -93.0807113, 48.7119444]"
MN,"Lac qui Parle County, MN","[-96.452947, 44.805347, -95.7366925, 45.269351]"
MN,"Lake County, MN","[-91.801407, 46.9396536, -91.0207845, 48.206]"
MN,Lake County,"[-123.0941684, 38.6676515, -122.3398198, 39.5815189]"
MN,"Lake of the Woods County, MN","[-95.342606, 48.3659848, -94.4287966, 49.3844722]"
MN,"Le Sueur County, MN","[-94.0264979, 44.1961131, -93.524248, 44.5436146]"
MN,"Lincoln County, MN","[-96.4527923, 44.196652, -96.07855, 44.6313499]"
MN,"Lyon County, MN","[-96.0934562, 44.1955233, -95.5920001, 44.630485]"
MN,"McLeod County, MN","[-94.5023846, 44.6295734, -94.0099666, 44.9796991]"
MN,"Mahnomen County, MN","[-96.0677143, 47.1502989, -95.5502704, 47.5000224]"
MN,"Marshall County, MN","[-97.1640922, 48.17292, -95.592117, 48.5451401]"
MN,"Martin County, MN","[-94.8544249, 43.5001198, -94.2472595, 43.8481059]"
MN,"Meeker County, MN","[-94.7634255, 44.8918721, -94.25569, 45.326635]"
MN,"Mille Lacs County, MN","[-93.8104235, 45.5587864, -93.4301253, 46.2471935]"
MN,"Morrison County, MN","[-94.653464, 45.7739984, -93.763948, 46.348678]"
MN,"Mower County, MN","[-93.0504956, 43.4996861, -92.4489843, 43.8487911]"
MN,"Murray County, MN","[-96.0653209, 43.8478964, -95.4620321, 44.1965668]"
MN,"Nicollet County, MN","[-94.7867064, 44.1538876, -93.928352, 44.458828]"
MN,"Nobles County, MN","[-96.0531902, 43.4999348, -95.452502, 43.8491384]"
MN,"Norman County, MN","[-96.871768, 47.1512228, -96.0669253, 47.4999885]"
MN,"Olmsted County, MN","[-92.6893891, 43.8338592, -92.0789369, 44.1955011]"
MN,"Otter Tail County, MN","[-96.2812291, 46.106761, -95.145669, 46.7177925]"
MN,"Pennington County, MN","[-96.5009472, 47.933426, -95.581703, 48.1741375]"
MN,"Pine County, MN","[-93.142869, 45.730024, -92.292782, 46.4191264]"
MN,"Pipestone County, MN","[-96.453405, 43.8490026, -96.063778, 44.1970603]"
MN,"Polk County, MN","[-97.1478093, 47.4990914, -95.552551, 48.1741375]"
MN,"Pope County, MN","[-95.759445, 45.412163, -95.13173, 45.759987]"
MN,"Ramsey County, MN","[-93.2278384, 44.8872692, -92.9842341, 45.1245495]"
MN,"Red Lake County, MN","[-96.48255, 47.75957, -95.709148, 47.96464]"
MN,"Redwood County, MN","[-95.5945648, 44.1949674, -94.8621887, 44.69854]"
MN,"Renville County, MN","[-95.4830796, 44.4560233, -94.4977257, 44.8923551]"
MN,"Rice County, MN","[-93.525638, 44.1962362, -93.0394036, 44.5439451]"
MN,"Rock County, MN","[-96.4534603, 43.5000913, -96.0525649, 43.8494878]"
MN,"Roseau County, MN","[-96.4055249, 48.538823, -95.0901414, 49.0000807]"
MN,"St. Louis County, MN","[-93.096642, 46.6491584, -91.789322, 48.6315556]"
MN,St. Louis County,"[-90.7362242, 38.3864132, -90.1171253, 38.8921602]"
MN,"Scott County, MN","[-93.9112294, 44.5430611, -93.2781181, 44.812818]"
MN,"Sherburne County, MN","[-94.150514, 45.2457324, -93.5098, 45.5599907]"
MN,"Sibley County, MN","[-94.629476, 44.4560233, -93.7628789, 44.7188602]"
MN,"Stearns County, MN","[-95.1397405, 45.282298, -94.047327, 45.775208]"
MN,"Steele County, MN","[-93.4066803, 43.8481545, -93.0453679, 44.196737]"
MN,"Stevens County, MN","[-96.254242, 45.412216, -95.745094, 45.760906]"
MN,"Swift County, MN","[-96.1185, 45.1512973, -95.2463223, 45.413258]"
MN,"Todd County, MN","[-95.155592, 45.773415, -94.643492, 46.368894]"
MN,"Traverse County, MN","[-96.8576095, 45.5860361, -96.253548, 46.0228213]"
MN,"Wabasha County, MN","[-92.5509311, 44.1067114, -91.8583413, 44.4559839]"
MN,"Wadena County, MN","[-95.164103, 46.368356, -94.727958, 46.805564]"
MN,"Waseca County, MN","[-93.769028, 43.8479125, -93.4063516, 44.1963991]"
MN,"Washington County, MN","[-93.023432, 44.745167, -92.7396452, 45.296922]"
MN,"Watonwan County, MN","[-94.8592261, 43.8480315, -94.369324, 44.109806]"
MN,"Wilkin County, MN","[-96.7913246, 46.022503, -96.2652718, 46.6308005]"
MN,"Winona County, MN","[-92.0793558, 43.8468753, -91.2838718, 44.1932911]"
MN,"Wright County, MN","[-94.26152, 44.977674, -93.51467, 45.423665]"
MN,"Yellow Medicine County, MN","[-96.4517454, 44.541762, -95.360177, 44.9360383]"
MS,"Adams County, MS","[-91.655009, 31.1912333, -91.1540366, 31.7500017]"
MS,"Alcorn County, MS","[-88.824753, 34.7555769, -88.3635085, 34.9960168]"
MS,"Amite County, MS","[-91.0954148, 30.9991595, -90.5475042, 31.3494399]"
MS,"Attala County, MS","[-89.9662656, 32.8795241, -89.3166444, 33.2857902]"
MS,"Benton County, MS","[-89.3530242, 34.5828985, -89.016899, 34.9949364]"
MS,"Bolivar County, MS","[-91.232537, 33.5286735, -90.657036, 34.121449]"
MS,"Calhoun County, MS","[-89.5098665, 33.7222599, -89.1377524, 34.1620487]"
MS,"Carroll County, MS","[-90.1747905, 33.2141311, -89.6451588, 33.677311]"
MS,"Chickasaw County, MS","[-89.1917345, 33.7385706, -88.7190052, 34.0751078]"
MS,"Choctaw County, MS","[-89.4541409, 33.1088171, -89.0882123, 33.5331438]"
MS,"Claiborne County, MS","[-91.2470851, 31.7853719, -90.715088, 32.225605]"
MS,"Clarke County, MS","[-88.9142425, 31.8266828, -88.4316393, 32.2275894]"
MS,"Clay County, MS","[-89.0361332, 33.5066159, -88.4719584, 33.8122695]"
MS,"Coahoma County, MS","[-90.959317, 33.984718, -90.400352, 34.5258655]"
MS,"Copiah County, MS","[-90.7369088, 31.6850756, -90.1074672, 32.050092]"
MS,"Covington County, MS","[-89.7555617, 31.4339638, -89.3990767, 31.7968212]"
MS,"DeSoto County, MS","[-90.3177667, 34.7079191, -89.7232819, 34.9956588]"
MS,"Forrest County, MS","[-89.4515647, 30.9097688, -89.1379055, 31.4342436]"
MS,"Franklin County, MS","[-91.15744, 31.3201246, -90.6327873, 31.611444]"
MS,"George County, MS","[-88.8849855, 30.7342679, -88.4124583, 30.9984568]"
MS,"Greene County, MS","[-88.841755, 30.9974366, -88.4256224, 31.4358181]"
MS,"Grenada County, MS","[-90.137695, 33.6770786, -89.506546, 33.8979847]"
MS,"Hancock County, MS","[-89.6903407, 30.1605799, -89.306135, 30.6482569]"
MS,Hancock County,"[-91.507269, 40.192471, -90.9040743, 40.6391146]"
MS,"Harrison County, MS","[-89.3413414, 30.1436769, -88.7949144, 30.6776641]"
MS,Harrison County,"[-94.7024318, 32.3264033, -94.0428404, 32.7930878]"
MS,"Hinds County, MS","[-90.7286316, 32.0483563, -90.0645464, 32.5734963]"
MS,"Holmes County, MS","[-90.4319519, 32.879621, -89.7494932, 33.3750703]"
MS,"Humphreys County, MS","[-90.732794, 32.9221205, -90.3300545, 33.329853]"
MS,"Issaquena County, MS","[-91.214027, 32.4112044, -90.6911623, 33.011358]"
MS,"Itawamba County, MS","[-88.5448187, 34.0865497, -88.156298, 34.4653649]"
MS,"Jackson County, MS","[-88.8844044, 30.1472736, -88.38667, 30.7360016]"
MS,Jackson County,"[-96.9386831, 28.6739872, -96.3089074, 29.2643231]"
MS,"Jasper County, MS","[-89.3228713, 31.8020207, -88.9104882, 32.2242806]"
MS,"Jefferson County, MS","[-91.3654799, 31.6100337, -90.7361412, 31.8701917]"
MS,"Jefferson Davis County, MS","[-89.9761225, 31.3899343, -89.58651, 31.7745695]"
MS,"Jones County, MS","[-89.401218, 31.433455, -88.9429497, 31.8245897]"
MS,"Kemper County, MS","[-88.9152005, 32.5768917, -88.3478325, 32.9290237]"
MS,"Lafayette County, MS","[-89.7219001, 34.1611605, -89.2454536, 34.5553383]"
MS,"Lamar County, MS","[-89.6542669, 30.9824509, -89.3476209, 31.433977]"
MS,"Lauderdale County, MS","[-88.9156121, 32.2242806, -88.3887628, 32.5782944]"
MS,"Lawrence County, MS","[-90.245209, 31.3286651, -89.9588311, 31.7614849]"
MS,"Leake County, MS","[-89.7303441, 32.5762589, -89.317591, 32.9320216]"
MS,"Lee County, MS","[-88.8255273, 34.074571, -88.5418446, 34.51181]"
MS,"Leflore County, MS","[-90.453995, 33.235063, -90.1014496, 33.811962]"
MS,"Lincoln County, MS","[-90.7374518, 31.3493272, -90.2441447, 31.7176742]"
MS,"Lowndes County, MS","[-88.6715168, 33.2868603, -88.2489467, 33.7458786]"
MS,"Madison County, MS","[-90.4518332, 32.3994487, -89.7297639, 32.8852724]"
MS,"Marion County, MS","[-90.0404256, 30.999056, -89.6537615, 31.4340415]"
MS,"Marshall County, MS","[-89.7243293, 34.4950837, -89.2457191, 34.9952578]"
MS,"Monroe County, MS","[-88.720079, 33.6502215, -88.2038043, 34.0892019]"
MS,"Montgomery County, MS","[-89.787117, 33.2856629, -89.3806719, 33.678]"
MS,"Neshoba County, MS","[-89.319325, 32.5762463, -88.914237, 32.9320216]"
MS,"Newton County, MS","[-89.3227519, 32.2236004, -88.9142384, 32.5770358]"
MS,"Noxubee County, MS","[-88.81617, 32.9261244, -88.304841, 33.288271]"
